city,city_ascii,province_id,province_name,country
"MONTMARTRE","MONTMARTRE","","Saskatchewan","Canada"
"Moose Jaw","Moose Jaw","","Saskatchewan","Canada"
"Moosomin","Moosomin","","Saskatchewan","Canada"
"MOSSBANK","MOSSBANK","","Saskatchewan","Canada"
"MOzart","MOzart","","Saskatchewan","Canada"
"MUENSTER","MUENSTER","","Saskatchewan","Canada"
"MUSKDOY","MUSKDOY","","Saskatchewan","Canada"
"MUSKEG LAKE","MUSKEG LAKE","","Saskatchewan","Canada"
"MUSKEGON","MUSKEGON","","Saskatchewan","Canada"
"MUSKkeg lake","MUSKkeg lake","","Saskatchewan","Canada"
"MUSKoday","MUSKoday","","Saskatchewan","Canada"
"NIACAM","NIACAM","","Saskatchewan","Canada"
"Nipawin","Nipawin","","Saskatchewan","Canada"
"NOKOMIS","NOKOMIS","","Saskatchewan","Canada"
"NORQUAY","NORQUAY","","Saskatchewan","Canada"
"North Battleford","North Battleford","","Saskatchewan","Canada"
"OKLA","OKLA","","Saskatchewan","Canada"
"OLSER","OLSER","","Saskatchewan","Canada"
"one arrow","one arrow","","Saskatchewan","Canada"
"ONION LAKE","ONION LAKE","","Saskatchewan","Canada"
"Orkney No. 244","Orkney No. 244","","Saskatchewan","Canada"
"Osler","Osler","","Saskatchewan","Canada"
"Outlook","Outlook","","Saskatchewan","Canada"
"Oxbow","Oxbow","","Saskatchewan","Canada"
"PADDOCK WOOD","PADDOCK WOOD","","Saskatchewan","Canada"
"PAIGNTON","PAIGNTON","","Saskatchewan","Canada"
"PAKWAW LAKE","PAKWAW LAKE","","Saskatchewan","Canada"
"PARADISE HILL","PARADISE HILL","","Saskatchewan","Canada"
"PATUANAK","PATUANAK","","Saskatchewan","Canada"
"PAYNTON","PAYNTON","","Saskatchewan","Canada"
"PELICAN lake first nation","PELICAN lake first nation","","Saskatchewan","Canada"
"Pelican Narrows","Pelican Narrows","","Saskatchewan","Canada"
"PELLY","PELLY","","Saskatchewan","Canada"
"PERDUE","PERDUE","","Saskatchewan","Canada"
"PERIGORD","PERIGORD","","Saskatchewan","Canada"
"PHOENIX","PHOENIX","","Saskatchewan","Canada"
"PIERCELAND","PIERCELAND","","Saskatchewan","Canada"
"PIKE LAKE","PIKE LAKE","","Saskatchewan","Canada"
"PIlger","PIlger","","Saskatchewan","Canada"
"Pilot Butte","Pilot Butte","","Saskatchewan","Canada"
"Pinehouse","Pinehouse","","Saskatchewan","Canada"
"PINEHOUSE LAKE","PINEHOUSE LAKE","","Saskatchewan","Canada"
"PIPE STONE","PIPE STONE","","Saskatchewan","Canada"
"PLATO","PLATO","","Saskatchewan","Canada"
"PLEASANTDALE","PLEASANTDALE","","Saskatchewan","Canada"
"PLEASENTDALE","PLEASENTDALE","","Saskatchewan","Canada"
"PLENTY","PLENTY","","Saskatchewan","Canada"
"PLUNKETT","PLUNKETT","","Saskatchewan","Canada"
"PONTEIXON","PONTEIXON","","Saskatchewan","Canada"
"PORCUPINE PLAIN","PORCUPINE PLAIN","","Saskatchewan","Canada"
"PORT COLBORNE","PORT COLBORNE","","Saskatchewan","Canada"
"POundmaker","POundmaker","","Saskatchewan","Canada"
"Preeceville","Preeceville","","Saskatchewan","Canada"
"PREECEVILLE RM","PREECEVILLE RM","","Saskatchewan","Canada"
"PREECEVILLEE RM","PREECEVILLEE RM","","Saskatchewan","Canada"
"PRELATE","PRELATE","","Saskatchewan","Canada"
"Prince Albert","Prince Albert","","Saskatchewan","Canada"
"Prince Albertnc","Prince Albertnc","","Saskatchewan","Canada"
"PRUD'HOMME","PRUD'HOMME","","Saskatchewan","Canada"
"PRUDhonne","PRUDhonne","","Saskatchewan","Canada"
"PUNNICHY","PUNNICHY","","Saskatchewan","Canada"
"QUILL LAKE","QUILL LAKE","","Saskatchewan","Canada"
"QUINTON","QUINTON","","Saskatchewan","Canada"
"RABBIT LAKE","RABBIT LAKE","","Saskatchewan","Canada"
"RADISSON","RADISSON","","Saskatchewan","Canada"
"Rama","Rama","","Saskatchewan","Canada"
"RAYMORE","RAYMORE","","Saskatchewan","Canada"
"RED EARTH","RED EARTH","","Saskatchewan","Canada"
"Regina","Regina","","Saskatchewan","Canada"
"Regina Beach","Regina Beach","","Saskatchewan","Canada"
"RENO","RENO","","Saskatchewan","Canada"
"Richard","Richard","","Saskatchewan","Canada"
"RM OF blucher#343","RM OF blucher#343","","Saskatchewan","Canada"
"RM OF grant #372","RM OF grant #372","","Saskatchewan","Canada"
"RM OF VANSCOY","RM OF VANSCOY","","Saskatchewan","Canada"
"ROCANVILLE","ROCANVILLE","","Saskatchewan","Canada"
"ROSE VALLEY","ROSE VALLEY","","Saskatchewan","Canada"
"Rosetown","Rosetown","","Saskatchewan","Canada"
"Rosthern","Rosthern","","Saskatchewan","Canada"
"RUTHILDA","RUTHILDA","","Saskatchewan","Canada"
"SALTCOATS","SALTCOATS","","Saskatchewan","Canada"
"SANDY BAT","SANDY BAT","","Saskatchewan","Canada"
"SANDY BAY","SANDY BAY","","Saskatchewan","Canada"
"SANDY LAKE","SANDY LAKE","","Saskatchewan","Canada"
"SANDYBAY","SANDYBAY","","Saskatchewan","Canada"
"Saskatoon","Saskatoon","","Saskatchewan","Canada"
"SAULTEAUX FIRST NATION","SAULTEAUX FIRST NATION","","Saskatchewan","Canada"
"SCEPTRE","SCEPTRE","","Saskatchewan","Canada"
"SEMANS","SEMANS","","Saskatchewan","Canada"
"Shaunavon","Shaunavon","","Saskatchewan","Canada"
"SHELL LAKE","SHELL LAKE","","Saskatchewan","Canada"
"Shellbrook","Shellbrook","","Saskatchewan","Canada"
"SHELLBROOKE","SHELLBROOKE","","Saskatchewan","Canada"
"SHIPMAN","SHIPMAN","","Saskatchewan","Canada"
"SIMPSON","SIMPSON","","Saskatchewan","Canada"
"SMILEY","SMILEY","","Saskatchewan","Canada"
"SOMME","SOMME","","Saskatchewan","Canada"
"SONNINGDALE","SONNINGDALE","","Saskatchewan","Canada"
"South Qu'Appelle No. 157","South Qu'Appelle No. 157","","Saskatchewan","Canada"
"SOUTHEND","SOUTHEND","","Saskatchewan","Canada"
"Sparwood","Sparwood","","Saskatchewan","Canada"
"Spaulding","Spaulding","","Saskatchewan","Canada"
"SPEERS","SPEERS","","Saskatchewan","Canada"
"SPIRITWOOD","SPIRITWOOD","","Saskatchewan","Canada"
"SPRINGside","SPRINGside","","Saskatchewan","Canada"
"SPRINGWATER","SPRINGWATER","","Saskatchewan","Canada"
"SPRUCE HOME","SPRUCE HOME","","Saskatchewan","Canada"
"SPRUCE LAKE","SPRUCE LAKE","","Saskatchewan","Canada"
"SPY HILL","SPY HILL","","Saskatchewan","Canada"
"ST Benedict","ST Benedict","","Saskatchewan","Canada"
"ST BRIEUX","ST BRIEUX","","Saskatchewan","Canada"
"ST GREGOR","ST GREGOR","","Saskatchewan","Canada"
"ST isidore de bellevue","ST isidore de bellevue","","Saskatchewan","Canada"
"ST LOUIS","ST LOUIS","","Saskatchewan","Canada"
"ST WALBURG","ST WALBURG","","Saskatchewan","Canada"
"STANLEY MISSION","STANLEY MISSION","","Saskatchewan","Canada"
"STAR CITY","STAR CITY","","Saskatchewan","Canada"
"STENEN","STENEN","","Saskatchewan","Canada"
"STONEY RAPIDS","STONEY RAPIDS","","Saskatchewan","Canada"
"STOughton","STOughton","","Saskatchewan","Canada"
"STrasbourg","STrasbourg","","Saskatchewan","Canada"
"STurgen lake","STurgen lake","","Saskatchewan","Canada"
"STurGIS","STurGIS","","Saskatchewan","Canada"
"surrey","surrey","","Saskatchewan","Canada"
"Sweet grass first nation","Sweet grass first nation","","Saskatchewan","Canada"
"Swift Current","Swift Current","","Saskatchewan","Canada"
"SYLVANIA","SYLVANIA","","Saskatchewan","Canada"
"TELE A LA CROSSE","TELE A LA CROSSE","","Saskatchewan","Canada"
"TESSIER","TESSIER","","Saskatchewan","Canada"
"Tisdale","Tisdale","","Saskatchewan","Canada"
"TOGO","TOGO","","Saskatchewan","Canada"
"Torch River No. 488","Torch River No. 488","","Saskatchewan","Canada"
"TRAMPING LAKE","TRAMPING LAKE","","Saskatchewan","Canada"
"TURNER LAKE","TURNER LAKE","","Saskatchewan","Canada"
"TURNOR LAKE","TURNOR LAKE","","Saskatchewan","Canada"
"TURTLEFORD","TURTLEFORD","","Saskatchewan","Canada"
"Unity","Unity","","Saskatchewan","Canada"
"URANIUM CITY","URANIUM CITY","","Saskatchewan","Canada"
"VAL MARIE","VAL MARIE","","Saskatchewan","Canada"
"VANSCOY","VANSCOY","","Saskatchewan","Canada"
"VAWM","VAWM","","Saskatchewan","Canada"
"Veregin","Veregin","","Saskatchewan","Canada"
"VICTOIRE","VICTOIRE","","Saskatchewan","Canada"
"VICTORIA","VICTORIA","","Saskatchewan","Canada"
"VISCOUNT","VISCOUNT","","Saskatchewan","Canada"
"VONDA","VONDA","","Saskatchewan","Canada"
"Wadena","Wadena","","Saskatchewan","Canada"
"WAKAW","WAKAW","","Saskatchewan","Canada"
"WALDECK","WALDECK","","Saskatchewan","Canada"
"Waldheim","Waldheim","","Saskatchewan","Canada"
"Warman","Warman","","Saskatchewan","Canada"
"WASKESIU LAKE","WASKESIU LAKE","","Saskatchewan","Canada"
"WATERHEN LAKE","WATERHEN LAKE","","Saskatchewan","Canada"
"Watrous","Watrous","","Saskatchewan","Canada"
"WATSON","WATSON","","Saskatchewan","Canada"
"WEekes","WEekes","","Saskatchewan","Canada"
"WELDON","WELDON","","Saskatchewan","Canada"
"Weyburn","Weyburn","","Saskatchewan","Canada"
"WHITE cap","WHITE cap","","Saskatchewan","Canada"
"WHITE capt","WHITE capt","","Saskatchewan","Canada"
"White City","White City","","Saskatchewan","Canada"
"WHITE FOX","WHITE FOX","","Saskatchewan","Canada"
"WHITECAP","WHITECAP","","Saskatchewan","Canada"
"WHITEWOOD","WHITEWOOD","","Saskatchewan","Canada"
"Wilkie","Wilkie","","Saskatchewan","Canada"
"Wilton No. 472","Wilton No. 472","","Saskatchewan","Canada"
"WISETON","WISETON","","Saskatchewan","Canada"
"WOLLASTON LAKE","WOLLASTON LAKE","","Saskatchewan","Canada"
"Wroxton","Wroxton","","Saskatchewan","Canada"
"Wynyard","Wynyard","","Saskatchewan","Canada"
"YELLOWQUILL","YELLOWQUILL","","Saskatchewan","Canada"
"Yorkton","Yorkton","","Saskatchewan","Canada"
"YOUNG","YOUNG","","Saskatchewan","Canada"
"ZEALANDIA","ZEALANDIA","","Saskatchewan","Canada"
"ZElma","ZElma","","Saskatchewan","Canada"
"ZENON PARK","ZENON PARK","","Saskatchewan","Canada"
"Dawson","Dawson","","Yukon","Canada"
"Whitehorse","Whitehorse","","Yukon","Canada"
"Other","Other","","Other","Other"
